lb_nom_key,cd_nom_key,lb_cd_nom_key,regne_key,groupe,group1_inpn,code_espece_key,version_taxref,sortby
"Aglaojoppa <b><span style=""color:#02138e"">(nom valide)</span></b>",209679,Aglaojoppa!209679,Animalia,Insectes,Arthropodes,agl,15,333
"Aglaope <b><span style=""color:#02138e"">(nom valide)</span></b>",211687,Aglaope!211687,Animalia,Insectes,Arthropodes,agl,15,334
"Aglaostigma <b><span style=""color:#02138e"">(nom valide)</span></b>",188885,Aglaostigma!188885,Animalia,Insectes,Arthropodes,agl,15,335
"Aglena <b><span style=""color:#02138e"">(nom valide)</span></b>",206861,Aglena!206861,Animalia,Insectes,Arthropodes,agl,15,336
"Aglenus <b><span style=""color:#02138e"">(nom valide)</span></b>",204469,Aglenus!204469,Animalia,Insectes,Arthropodes,agl,15,337
"Aglia <b><span style=""color:#02138e"">(nom valide)</span></b>",188887,Aglia!188887,Animalia,Insectes,Arthropodes,agl,15,338
"Aglossa <b><span style=""color:#02138e"">(nom valide)</span></b>",211371,Aglossa!211371,Animalia,Insectes,Arthropodes,agl,15,339
"Agnathosia <b><span style=""color:#02138e"">(nom valide)</span></b>",211480,Agnathosia!211480,Animalia,Insectes,Arthropodes,agn,15,340
"Agnathus <b><span style=""color:#02138e"">(nom valide)</span></b>",204461,Agnathus!204461,Animalia,Insectes,Arthropodes,agn,15,341
"Agnocoris <b><span style=""color:#02138e"">(nom valide)</span></b>",207255,Agnocoris!207255,Animalia,Insectes,Arthropodes,agn,15,342
"Agnoea <b><span style=""color:#02138e"">(nom valide)</span></b>",902991,Agnoea!902991,Animalia,Insectes,Arthropodes,agn,15,343
"Agnyphantes <b><span style=""color:#02138e"">(nom valide)</span></b>",202393,Agnyphantes!202393,Animalia,Arachnides,Arthropodes,agn,15,344
"Agoliinus <b><span style=""color:#02138e"">(nom valide)</span></b>",200275,Agoliinus!200275,Animalia,Insectes,Arthropodes,ago,15,345
"Agolius <b><span style=""color:#02138e"">(nom valide)</span></b>",200276,Agolius!200276,Animalia,Insectes,Arthropodes,ago,15,346
"Agonochaetia <b><span style=""color:#02138e"">(nom valide)</span></b>",210299,Agonochaetia!210299,Animalia,Insectes,Arthropodes,ago,15,347
"Agonopterix <b><span style=""color:#02138e"">(nom valide)</span></b>",210292,Agonopterix!210292,Animalia,Insectes,Arthropodes,ago,15,348
"Agonoscena <b><span style=""color:#02138e"">(nom valide)</span></b>",208028,Agonoscena!208028,Animalia,Insectes,Arthropodes,ago,15,349
"Agonum <b><span style=""color:#02138e"">(nom valide)</span></b>",188889,Agonum!188889,Animalia,Insectes,Arthropodes,ago,15,350
"Agonus <b><span style=""color:#02138e"">(nom valide)</span></b>",188890,Agonus!188890,Animalia,Poissons,Chordés,ago,15,351
"Agostinia <b><span style=""color:#02138e"">(nom valide)</span></b>",203446,Agostinia!203446,Animalia,Insectes,Arthropodes,ago,15,352
"Agraecina <b><span style=""color:#02138e"">(nom valide)</span></b>",188892,Agraecina!188892,Animalia,Arachnides,Arthropodes,agr,15,353
"Agramma <b><span style=""color:#02138e"">(nom valide)</span></b>",207296,Agramma!207296,Animalia,Insectes,Arthropodes,agr,15,354
"Agraphopus <b><span style=""color:#02138e"">(nom valide)</span></b>",207382,Agraphopus!207382,Animalia,Insectes,Arthropodes,agr,15,355
"Agraylea <b><span style=""color:#02138e"">(nom valide)</span></b>",188893,Agraylea!188893,Animalia,Insectes,Arthropodes,agr,15,356
"Agrenia <b><span style=""color:#02138e"">(nom valide)</span></b>",203011,Agrenia!203011,Animalia,Entognathes,Arthropodes,agr,15,357
"Agria <b><span style=""color:#02138e"">(nom valide)</span></b>",188894,Agria!188894,Animalia,Insectes,Arthropodes,agr,15,358
"Agriades <b><span style=""color:#02138e"">(nom valide)</span></b>",610342,Agriades!610342,Animalia,Insectes,Arthropodes,agr,15,359
"Agrilinus <b><span style=""color:#02138e"">(nom valide)</span></b>",200277,Agrilinus!200277,Animalia,Insectes,Arthropodes,agr,15,360
"Agrilocida <b><span style=""color:#02138e"">(nom valide)</span></b>",208555,Agrilocida!208555,Animalia,Insectes,Arthropodes,agr,15,361
"Agrilus <b><span style=""color:#02138e"">(nom valide)</span></b>",188896,Agrilus!188896,Animalia,Insectes,Arthropodes,agr,15,362
"Agriopis <b><span style=""color:#02138e"">(nom valide)</span></b>",210584,Agriopis!210584,Animalia,Insectes,Arthropodes,agr,15,363
"Agriotes <b><span style=""color:#02138e"">(nom valide)</span></b>",188898,Agriotes!188898,Animalia,Insectes,Arthropodes,agr,15,364
"Agriotypus <b><span style=""color:#02138e"">(nom valide)</span></b>",188899,Agriotypus!188899,Animalia,Insectes,Arthropodes,agr,15,365
"Agriphila <b><span style=""color:#02138e"">(nom valide)</span></b>",214847,Agriphila!214847,Animalia,Insectes,Arthropodes,agr,15,366
"Agrius <b><span style=""color:#02138e"">(nom valide)</span></b>",188900,Agrius!188900,Animalia,Insectes,Arthropodes,agr,15,367
"Agrochola <b><span style=""color:#02138e"">(nom valide)</span></b>",211025,Agrochola!211025,Animalia,Insectes,Arthropodes,agr,15,368
"Agroeca <b><span style=""color:#02138e"">(nom valide)</span></b>",188904,Agroeca!188904,Animalia,Arachnides,Arthropodes,agr,15,369
"Agromyza <b><span style=""color:#02138e"">(nom valide)</span></b>",188906,Agromyza!188906,Animalia,Insectes,Arthropodes,agr,15,370
"Agrostothrips <b><span style=""color:#02138e"">(nom valide)</span></b>",212224,Agrostothrips!212224,Animalia,Insectes,Arthropodes,agr,15,371
"Agrotera <b><span style=""color:#02138e"">(nom valide)</span></b>",214821,Agrotera!214821,Animalia,Insectes,Arthropodes,agr,15,372
"Agrothereutes <b><span style=""color:#02138e"">(nom valide)</span></b>",209677,Agrothereutes!209677,Animalia,Insectes,Arthropodes,agr,15,373
"Agrotis <b><span style=""color:#02138e"">(nom valide)</span></b>",211055,Agrotis!211055,Animalia,Insectes,Arthropodes,agr,15,374
"Agrypnia <b><span style=""color:#02138e"">(nom valide)</span></b>",188910,Agrypnia!188910,Animalia,Insectes,Arthropodes,agr,15,375
"Agrypnus <b><span style=""color:#02138e"">(nom valide)</span></b>",204746,Agrypnus!204746,Animalia,Insectes,Arthropodes,agr,15,376
"Agrypon <b><span style=""color:#02138e"">(nom valide)</span></b>",209673,Agrypon!209673,Animalia,Insectes,Arthropodes,agr,15,377
"Aguriahana <b><span style=""color:#02138e"">(nom valide)</span></b>",206797,Aguriahana!206797,Animalia,Insectes,Arthropodes,agu,15,378
"Agyneta <b><span style=""color:#02138e"">(nom valide)</span></b>",202417,Agyneta!202417,Animalia,Arachnides,Arthropodes,agy,15,379
"Agyrtes <b><span style=""color:#02138e"">(nom valide)</span></b>",204949,Agyrtes!204949,Animalia,Insectes,Arthropodes,agy,15,380
"Ahasverus <b><span style=""color:#02138e"">(nom valide)</span></b>",203965,Ahasverus!203965,Animalia,Insectes,Arthropodes,aha,15,381
"Aidablennius <b><span style=""color:#02138e"">(nom valide)</span></b>",353039,Aidablennius!353039,Animalia,Poissons,Chordés,aid,15,382
"Aigondiceps <b><span style=""color:#02138e"">(nom valide)</span></b>",356483,Aigondiceps!356483,Animalia,Crustacés,Arthropodes,aig,15,383
"Aiolopus <b><span style=""color:#02138e"">(nom valide)</span></b>",188913,Aiolopus!188913,Animalia,Insectes,Arthropodes,aio,15,384
"Airaphilus <b><span style=""color:#02138e"">(nom valide)</span></b>",188916,Airaphilus!188916,Animalia,Insectes,Arthropodes,air,15,385
"Aix <b><span style=""color:#02138e"">(nom valide)</span></b>",188918,Aix!188918,Animalia,Oiseaux,Chordés,aix,15,386
"Aizobius <b><span style=""color:#02138e"">(nom valide)</span></b>",204006,Aizobius!204006,Animalia,Insectes,Arthropodes,aiz,15,387
"Akanthinotanais <b><span style=""color:#02138e"">(nom valide)</span></b>",835276,Akanthinotanais!835276,Animalia,Crustacés,Arthropodes,aka,15,388
"Akanthophoreus <b><span style=""color:#02138e"">(nom valide)</span></b>",937719,Akanthophoreus!937719,Animalia,Crustacés,Arthropodes,aka,15,389
"Akera <b><span style=""color:#02138e"">(nom valide)</span></b>",188921,Akera!188921,Animalia,Gastéropodes,Mollusques,ake,15,390
"Akimerus <b><span style=""color:#02138e"">(nom valide)</span></b>",188922,Akimerus!188922,Animalia,Insectes,Arthropodes,aki,15,391
"Akis <b><span style=""color:#02138e"">(nom valide)</span></b>",188923,Akis!188923,Animalia,Insectes,Arthropodes,aki,15,392
"Akritogyra <b><span style=""color:#02138e"">(nom valide)</span></b>",971849,Akritogyra!971849,Animalia,Gastéropodes,Mollusques,akr,15,393
"Alabidocarpus <b><span style=""color:#02138e"">(nom valide)</span></b>",885026,Alabidocarpus!885026,Animalia,Arachnides,Arthropodes,ala,15,394
"Alabonia <b><span style=""color:#02138e"">(nom valide)</span></b>",210415,Alabonia!210415,Animalia,Insectes,Arthropodes,ala,15,395
"Alacia <b><span style=""color:#02138e"">(nom valide)</span></b>",930343,Alacia!930343,Animalia,Crustacés,Arthropodes,ala,15,396
"Alainites <b><span style=""color:#02138e"">(nom valide)</span></b>",188925,Alainites!188925,Animalia,Insectes,Arthropodes,ala,15,397
"Alamprops <b><span style=""color:#02138e"">(nom valide)</span></b>",940401,Alamprops!940401,Animalia,Crustacés,Arthropodes,ala,15,398
"Alaocephala <b><span style=""color:#02138e"">(nom valide)</span></b>",188926,Alaocephala!188926,Animalia,Insectes,Arthropodes,ala,15,399
"Alaocyba <b><span style=""color:#02138e"">(nom valide)</span></b>",188927,Alaocyba!188927,Animalia,Insectes,Arthropodes,ala,15,400
"Alaptus <b><span style=""color:#02138e"">(nom valide)</span></b>",208510,Alaptus!208510,Animalia,Insectes,Arthropodes,ala,15,401
"Alastor <b><span style=""color:#02138e"">(nom valide)</span></b>",210068,Alastor!210068,Animalia,Insectes,Arthropodes,ala,15,402
"Alauda <b><span style=""color:#02138e"">(nom valide)</span></b>",188928,Alauda!188928,Animalia,Oiseaux,Chordés,ala,15,403
"Alaudala <b><span style=""color:#02138e"">(nom valide)</span></b>",885379,Alaudala!885379,Animalia,Oiseaux,Chordés,ala,15,404
"Albana <b><span style=""color:#02138e"">(nom valide)</span></b>",188929,Albana!188929,Animalia,Insectes,Arthropodes,alb,15,405
"Albaxona <b><span style=""color:#02138e"">(nom valide)</span></b>",201676,Albaxona!201676,Animalia,Arachnides,Arthropodes,alb,15,406
"Albia <b><span style=""color:#02138e"">(nom valide)</span></b>",201675,Albia!201675,Animalia,Arachnides,Arthropodes,alb,15,407
"Albunea <b><span style=""color:#02138e"">(nom valide)</span></b>",349949,Albunea!349949,Animalia,Crustacés,Arthropodes,alb,15,408
"Alburnoides <b><span style=""color:#02138e"">(nom valide)</span></b>",188934,Alburnoides!188934,Animalia,Poissons,Chordés,alb,15,409
"Alburnus <b><span style=""color:#02138e"">(nom valide)</span></b>",188935,Alburnus!188935,Animalia,Poissons,Chordés,alb,15,410
"Alca <b><span style=""color:#02138e"">(nom valide)</span></b>",188936,Alca!188936,Animalia,Oiseaux,Chordés,alc,15,411
"Alcedo <b><span style=""color:#02138e"">(nom valide)</span></b>",188938,Alcedo!188938,Animalia,Oiseaux,Chordés,alc,15,412
"Alces <b><span style=""color:#02138e"">(nom valide)</span></b>",188939,Alces!188939,Animalia,Mammifères,Chordés,alc,15,413
"Alcima <b><span style=""color:#02138e"">(nom valide)</span></b>",209671,Alcima!209671,Animalia,Insectes,Arthropodes,alc,15,414
"Alcis <b><span style=""color:#02138e"">(nom valide)</span></b>",210497,Alcis!210497,Animalia,Insectes,Arthropodes,alc,15,415
"Alderella <b><span style=""color:#02138e"">(nom valide)</span></b>",354232,Alderella!354232,Animalia,Gastéropodes,Mollusques,ald,15,416
"Alderia <b><span style=""color:#02138e"">(nom valide)</span></b>",188943,Alderia!188943,Animalia,Gastéropodes,Mollusques,ald,15,417
"Aldisa <b><span style=""color:#02138e"">(nom valide)</span></b>",188944,Aldisa!188944,Animalia,Gastéropodes,Mollusques,ald,15,418
"Alebra <b><span style=""color:#02138e"">(nom valide)</span></b>",206872,Alebra!206872,Animalia,Insectes,Arthropodes,ale,15,419
"Alectoris <b><span style=""color:#02138e"">(nom valide)</span></b>",188950,Alectoris!188950,Animalia,Oiseaux,Chordés,ale,15,420
"Alectorobius <b><span style=""color:#02138e"">(nom valide)</span></b>",202048,Alectorobius!202048,Animalia,Arachnides,Arthropodes,ale,15,421
"Aleimma <b><span style=""color:#02138e"">(nom valide)</span></b>",211628,Aleimma!211628,Animalia,Insectes,Arthropodes,ale,15,422
"Aleiodes <b><span style=""color:#02138e"">(nom valide)</span></b>",209105,Aleiodes!209105,Animalia,Insectes,Arthropodes,ale,15,423
"Alella <b><span style=""color:#02138e"">(nom valide)</span></b>",353006,Alella!353006,Animalia,Crustacés,Arthropodes,ale,15,424
"Aleochara <b><span style=""color:#02138e"">(nom valide)</span></b>",188952,Aleochara!188952,Animalia,Insectes,Arthropodes,ale,15,425
"Alepisaurus <b><span style=""color:#02138e"">(nom valide)</span></b>",188954,Alepisaurus!188954,Animalia,Poissons,Chordés,ale,15,426
"Alepocephalus <b><span style=""color:#02138e"">(nom valide)</span></b>",188955,Alepocephalus!188955,Animalia,Poissons,Chordés,ale,15,427
"Aletinus <b><span style=""color:#02138e"">(nom valide)</span></b>",793462,Aletinus!793462,Animalia,Insectes,Arthropodes,ale,15,428
"Aleucis <b><span style=""color:#02138e"">(nom valide)</span></b>",210473,Aleucis!210473,Animalia,Insectes,Arthropodes,ale,15,429
"Aleurochiton <b><span style=""color:#02138e"">(nom valide)</span></b>",207577,Aleurochiton!207577,Animalia,Insectes,Arthropodes,ale,15,430
"Aleuroclava <b><span style=""color:#02138e"">(nom valide)</span></b>",207576,Aleuroclava!207576,Animalia,Insectes,Arthropodes,ale,15,431
"Aleurodamaeus <b><span style=""color:#02138e"">(nom valide)</span></b>",201385,Aleurodamaeus!201385,Animalia,Arachnides,Arthropodes,ale,15,432
"Aleurolobus <b><span style=""color:#02138e"">(nom valide)</span></b>",207573,Aleurolobus!207573,Animalia,Insectes,Arthropodes,ale,15,433
"Aleuropteryx <b><span style=""color:#02138e"">(nom valide)</span></b>",211728,Aleuropteryx!211728,Animalia,Insectes,Arthropodes,ale,15,434
"Aleurothrixus <b><span style=""color:#02138e"">(nom valide)</span></b>",207572,Aleurothrixus!207572,Animalia,Insectes,Arthropodes,ale,15,435
"Aleurotrachelus <b><span style=""color:#02138e"">(nom valide)</span></b>",207590,Aleurotrachelus!207590,Animalia,Insectes,Arthropodes,ale,15,436
"Aleurotuba <b><span style=""color:#02138e"">(nom valide)</span></b>",207584,Aleurotuba!207584,Animalia,Insectes,Arthropodes,ale,15,437
"Aleuroviggianus <b><span style=""color:#02138e"">(nom valide)</span></b>",207588,Aleuroviggianus!207588,Animalia,Insectes,Arthropodes,ale,15,438
"Alevonota <b><span style=""color:#02138e"">(nom valide)</span></b>",639134,Alevonota!639134,Animalia,Insectes,Arthropodes,ale,15,439
"Alexeter <b><span style=""color:#02138e"">(nom valide)</span></b>",209682,Alexeter!209682,Animalia,Insectes,Arthropodes,ale,15,440
"Aleyrodes <b><span style=""color:#02138e"">(nom valide)</span></b>",207582,Aleyrodes!207582,Animalia,Insectes,Arthropodes,ale,15,441
"Algyroides <b><span style=""color:#02138e"">(nom valide)</span></b>",188961,Algyroides!188961,Animalia,Reptiles,Chordés,alg,15,442
"Alianta <b><span style=""color:#02138e"">(nom valide)</span></b>",639135,Alianta!639135,Animalia,Insectes,Arthropodes,ali,15,443
"Alinda <b><span style=""color:#02138e"">(nom valide)</span></b>",458663,Alinda!458663,Animalia,Gastéropodes,Mollusques,ali,15,444
"Alioranus <b><span style=""color:#02138e"">(nom valide)</span></b>",202327,Alioranus!202327,Animalia,Arachnides,Arthropodes,ali,15,445
"Allacma <b><span style=""color:#02138e"">(nom valide)</span></b>",203204,Allacma!203204,Animalia,Entognathes,Arthropodes,all,15,446
"Allagelena <b><span style=""color:#02138e"">(nom valide)</span></b>",457247,Allagelena!457247,Animalia,Arachnides,Arthropodes,all,15,447
"Allajulus <b><span style=""color:#02138e"">(nom valide)</span></b>",212498,Allajulus!212498,Animalia,Myriapodes,Arthropodes,all,15,448
"Allandrus <b><span style=""color:#02138e"">(nom valide)</span></b>",203968,Allandrus!203968,Animalia,Insectes,Arthropodes,all,15,449
"Allantus <b><span style=""color:#02138e"">(nom valide)</span></b>",188966,Allantus!188966,Animalia,Insectes,Arthropodes,all,15,450
"Alle <b><span style=""color:#02138e"">(nom valide)</span></b>",188968,Alle!188968,Animalia,Oiseaux,Chordés,all,15,451
"Allecula <b><span style=""color:#02138e"">(nom valide)</span></b>",204571,Allecula!204571,Animalia,Insectes,Arthropodes,all,15,452
"Allepyris <b><span style=""color:#02138e"">(nom valide)</span></b>",208798,Allepyris!208798,Animalia,Insectes,Arthropodes,all,15,453
"Alliopsis <b><span style=""color:#02138e"">(nom valide)</span></b>",188970,Alliopsis!188970,Animalia,Insectes,Arthropodes,all,15,454
"Alloborborus <b><span style=""color:#02138e"">(nom valide)</span></b>",188972,Alloborborus!188972,Animalia,Insectes,Arthropodes,all,15,455
"Allocaeculus <b><span style=""color:#02138e"">(nom valide)</span></b>",201609,Allocaeculus!201609,Animalia,Arachnides,Arthropodes,all,15,456
"Allochernes <b><span style=""color:#02138e"">(nom valide)</span></b>",201071,Allochernes!201071,Animalia,Arachnides,Arthropodes,all,15,457
"Allocladius <b><span style=""color:#02138e"">(nom valide)</span></b>",727243,Allocladius!727243,Animalia,Insectes,Arthropodes,all,15,458
"Alloclemensia <b><span style=""color:#02138e"">(nom valide)</span></b>",210755,Alloclemensia!210755,Animalia,Insectes,Arthropodes,all,15,459
"Alloclita <b><span style=""color:#02138e"">(nom valide)</span></b>",210276,Alloclita!210276,Animalia,Insectes,Arthropodes,all,15,460
"Allocotaphis <b><span style=""color:#02138e"">(nom valide)</span></b>",207769,Allocotaphis!207769,Animalia,Insectes,Arthropodes,all,15,461
"Allocotocera <b><span style=""color:#02138e"">(nom valide)</span></b>",188975,Allocotocera!188975,Animalia,Insectes,Arthropodes,all,15,462
"Allocyttus <b><span style=""color:#02138e"">(nom valide)</span></b>",353066,Allocyttus!353066,Animalia,Poissons,Chordés,all,15,463
"Allodia <b><span style=""color:#02138e"">(nom valide)</span></b>",188977,Allodia!188977,Animalia,Insectes,Arthropodes,all,15,464
"Allodiopsis <b><span style=""color:#02138e"">(nom valide)</span></b>",188978,Allodiopsis!188978,Animalia,Insectes,Arthropodes,all,15,465
"Allodynerus <b><span style=""color:#02138e"">(nom valide)</span></b>",210077,Allodynerus!210077,Animalia,Insectes,Arthropodes,all,15,466
"Alloeomimus <b><span style=""color:#02138e"">(nom valide)</span></b>",207224,Alloeomimus!207224,Animalia,Insectes,Arthropodes,all,15,467
"Alloeorhynchus <b><span style=""color:#02138e"">(nom valide)</span></b>",207069,Alloeorhynchus!207069,Animalia,Insectes,Arthropodes,all,15,468
"Alloeotomus <b><span style=""color:#02138e"">(nom valide)</span></b>",207261,Alloeotomus!207261,Animalia,Insectes,Arthropodes,all,15,469
"Allogamus <b><span style=""color:#02138e"">(nom valide)</span></b>",188979,Allogamus!188979,Animalia,Insectes,Arthropodes,all,15,470
"Allognosta <b><span style=""color:#02138e"">(nom valide)</span></b>",205930,Allognosta!205930,Animalia,Insectes,Arthropodes,all,15,471
"Allogramma <b><span style=""color:#02138e"">(nom valide)</span></b>",354127,Allogramma!354127,Animalia,Bivalves,Mollusques,all,15,472
"Allohelea <b><span style=""color:#02138e"">(nom valide)</span></b>",206470,Allohelea!206470,Animalia,Insectes,Arthropodes,all,15,473
"Allomacrus <b><span style=""color:#02138e"">(nom valide)</span></b>",209713,Allomacrus!209713,Animalia,Insectes,Arthropodes,all,15,474
"Allomalia <b><span style=""color:#02138e"">(nom valide)</span></b>",204322,Allomalia!204322,Animalia,Insectes,Arthropodes,all,15,475
"Allomelita <b><span style=""color:#02138e"">(nom valide)</span></b>",352733,Allomelita!352733,Animalia,Crustacés,Arthropodes,all,15,476
"Allomengea <b><span style=""color:#02138e"">(nom valide)</span></b>",202396,Allomengea!202396,Animalia,Arachnides,Arthropodes,all,15,477
"Allonyx <b><span style=""color:#02138e"">(nom valide)</span></b>",203808,Allonyx!203808,Animalia,Insectes,Arthropodes,all,15,478
"Allopauropus <b><span style=""color:#02138e"">(nom valide)</span></b>",212757,Allopauropus!212757,Animalia,Myriapodes,Arthropodes,all,15,479
"Allophatnus <b><span style=""color:#02138e"">(nom valide)</span></b>",209708,Allophatnus!209708,Animalia,Insectes,Arthropodes,all,15,480
"Allophorocera <b><span style=""color:#02138e"">(nom valide)</span></b>",206078,Allophorocera!206078,Animalia,Insectes,Arthropodes,all,15,481
"Allophroides <b><span style=""color:#02138e"">(nom valide)</span></b>",209721,Allophroides!209721,Animalia,Insectes,Arthropodes,all,15,482
"Allophyes <b><span style=""color:#02138e"">(nom valide)</span></b>",211030,Allophyes!211030,Animalia,Insectes,Arthropodes,all,15,483
"Allophylax <b><span style=""color:#02138e"">(nom valide)</span></b>",204485,Allophylax!204485,Animalia,Insectes,Arthropodes,all,15,484
"Allopiophila <b><span style=""color:#02138e"">(nom valide)</span></b>",188983,Allopiophila!188983,Animalia,Insectes,Arthropodes,all,15,485
"Alloplasta <b><span style=""color:#02138e"">(nom valide)</span></b>",209706,Alloplasta!209706,Animalia,Insectes,Arthropodes,all,15,486
"Alloptes <b><span style=""color:#02138e"">(nom valide)</span></b>",201103,Alloptes!201103,Animalia,Arachnides,Arthropodes,all,15,487
"Alloschizidium <b><span style=""color:#02138e"">(nom valide)</span></b>",202697,Alloschizidium!202697,Animalia,Crustacés,Arthropodes,all,15,488
"Allosergestes <b><span style=""color:#02138e"">(nom valide)</span></b>",652229,Allosergestes!652229,Animalia,Crustacés,Arthropodes,all,15,489
"Allosquilla <b><span style=""color:#02138e"">(nom valide)</span></b>",359439,Allosquilla!359439,Animalia,Crustacés,Arthropodes,all,15,490
"Alloteuthis <b><span style=""color:#02138e"">(nom valide)</span></b>",354126,Alloteuthis!354126,Animalia,Céphalopodes,Mollusques,all,15,491
"Allothrips <b><span style=""color:#02138e"">(nom valide)</span></b>",212280,Allothrips!212280,Animalia,Insectes,Arthropodes,all,15,492
"Allothrombium <b><span style=""color:#02138e"">(nom valide)</span></b>",201802,Allothrombium!201802,Animalia,Arachnides,Arthropodes,all,15,493
"Allotrichia <b><span style=""color:#02138e"">(nom valide)</span></b>",188984,Allotrichia!188984,Animalia,Insectes,Arthropodes,all,15,494
"Allotrichoma <b><span style=""color:#02138e"">(nom valide)</span></b>",188985,Allotrichoma!188985,Animalia,Insectes,Arthropodes,all,15,495
"Allotropa <b><span style=""color:#02138e"">(nom valide)</span></b>",209774,Allotropa!209774,Animalia,Insectes,Arthropodes,all,15,496
"Alloxysta <b><span style=""color:#02138e"">(nom valide)</span></b>",208907,Alloxysta!208907,Animalia,Insectes,Arthropodes,all,15,497
"Alluaudomyia <b><span style=""color:#02138e"">(nom valide)</span></b>",206467,Alluaudomyia!206467,Animalia,Insectes,Arthropodes,all,15,498
"Allurus <b><span style=""color:#02138e"">(nom valide)</span></b>",209164,Allurus!209164,Animalia,Insectes,Arthropodes,all,15,499
"Allygidius <b><span style=""color:#02138e"">(nom valide)</span></b>",206680,Allygidius!206680,Animalia,Insectes,Arthropodes,all,15,500
